RowIndex,TimestampMs,PpgGreen,PpgRed,PpgIr,AccX,AccY,AccZ,HeartRate,IBI_ms
Row 38 | Timestamp: 1710826327186 ms | PPG(Green=2119314, Red=2119314, Ir=2119314) | ACC(X=-0.198789656162262, Y=0.371233701705933, Z=8.96709060668945) | HR=86 bpm | IBI=769 ms | Participant=P03
Row 523 | Timestamp: 1710826346605 ms | PPG(Green=2251092, Red=2251092, Ir=2251092) | ACC(X=-6.39000988006592, Y=5.54216003417969, Z=-1.51367545127869) | HR=66 bpm | IBI=0 ms | Participant=P03
Row 524 | Timestamp: 1710826346645 ms | PPG(Green=2251410, Red=2251410, Ir=2251410) | ACC(X=-6.25349187850952, Y=5.03201293945313, Z=-1.85856366157532) | HR=67 bpm | IBI=0 ms | Participant=P03
Row 525 | Timestamp: 1710826346685 ms | PPG(Green=2251734, Red=2251734, Ir=2251734) | ACC(X=-6.42114543914795, Y=5.08230924606323, Z=-1.08735549449921) | HR=67 bpm | IBI=0 ms | Participant=P03
Row 526 | Timestamp: 1710826346725 ms | PPG(Green=2250876, Red=2250876, Ir=2250876) | ACC(X=-5.9660849571228, Y=5.41522216796875, Z=-1.27177488803864) | HR=68 bpm | IBI=0 ms | Participant=P03
Row 527 | Timestamp: 1710826346765 ms | PPG(Green=2249488, Red=2249488, Ir=2249488) | ACC(X=-6.57442903518677, Y=4.04045963287354, Z=-3.25967144966125) | HR=68 bpm | IBI=0 ms | Participant=P03
Row 528 | Timestamp: 1710826346805 ms | PPG(Green=2248362, Red=2248362, Ir=2248362) | ACC(X=-7.53245162963867, Y=2.27290821075439, Z=-4.5577917098999) | HR=69 bpm | IBI=0 ms | Participant=P03
Row 529 | Timestamp: 1710826346845 ms | PPG(Green=2247943, Red=2247943, Ir=2247943) | ACC(X=-8.59825134277344, Y=0.917306542396545, Z=-6.04272699356079) | HR=69 bpm | IBI=0 ms | Participant=P03
Row 530 | Timestamp: 1710826346885 ms | PPG(Green=2247950, Red=2247950, Ir=2247950) | ACC(X=-10.6364440917969, Y=-1.74839103221893, Z=-6.60796022415161) | HR=69 bpm | IBI=0 ms | Participant=P03
Row 531 | Timestamp: 1710826346925 ms | PPG(Green=2248248, Red=2248248, Ir=2248248) | ACC(X=-10.5645933151245, Y=-1.99987196922302, Z=-6.64628076553345) | HR=69 bpm | IBI=0 ms | Participant=P03
Row 532 | Timestamp: 1710826346965 ms | PPG(Green=2248635, Red=2248635, Ir=2248635) | ACC(X=-10.4807662963867, Y=-0.560443162918091, Z=-6.20559072494507) | HR=70 bpm | IBI=0 ms | Participant=P03
Row 533 | Timestamp: 1710826347005 ms | PPG(Green=2249965, Red=2249965, Ir=2249965) | ACC(X=-9.48681735992432, Y=0.004790112376213, Z=-6.48102188110352) | HR=71 bpm | IBI=0 ms | Participant=P03
Row 534 | Timestamp: 1710826347045 ms | PPG(Green=2251414, Red=2251414, Ir=2251414) | ACC(X=-8.99583148956299, Y=1.65258872509003, Z=-5.71699905395508) | HR=71 bpm | IBI=0 ms | Participant=P03
Row 535 | Timestamp: 1710826347085 ms | PPG(Green=2252694, Red=2252694, Ir=2252694) | ACC(X=-8.87847328186035, Y=2.98424005508423, Z=-5.34097528457642) | HR=72 bpm | IBI=0 ms | Participant=P03
Row 536 | Timestamp: 1710826347125 ms | PPG(Green=2253546, Red=2253546, Ir=2253546) | ACC(X=-7.93482112884521, Y=3.36026382446289, Z=-4.41169357299805) | HR=73 bpm | IBI=0 ms | Participant=P03
Row 537 | Timestamp: 1710826347165 ms | PPG(Green=2253484, Red=2253484, Ir=2253484) | ACC(X=-7.40311861038208, Y=3.80095410346985, Z=-4.58413743972778) | HR=74 bpm | IBI=0 ms | Participant=P03
Row 538 | Timestamp: 1710826347205 ms | PPG(Green=2253524, Red=2253524, Ir=2253524) | ACC(X=-6.63909578323364, Y=3.84406518936157, Z=-4.02129936218262) | HR=74 bpm | IBI=0 ms | Participant=P03
Row 539 | Timestamp: 1710826347245 ms | PPG(Green=2253473, Red=2253473, Ir=2253473) | ACC(X=-6.3732442855835, Y=3.56384372711182, Z=-3.37942433357239) | HR=74 bpm | IBI=0 ms | Participant=P03
Row 540 | Timestamp: 1710826347285 ms | PPG(Green=2254333, Red=2254333, Ir=2254333) | ACC(X=-5.88944339752197, Y=3.34110331535339, Z=-3.31236267089844) | HR=74 bpm | IBI=0 ms | Participant=P03
Row 541 | Timestamp: 1710826347325 ms | PPG(Green=2255026, Red=2255026, Ir=2255026) | ACC(X=-5.2763090133667, Y=3.56623864173889, Z=-2.90041303634644) | HR=75 bpm | IBI=0 ms | Participant=P03
Row 542 | Timestamp: 1710826347365 ms | PPG(Green=2254764, Red=2254764, Ir=2254764) | ACC(X=-4.54821157455444, Y=2.5938458442688, Z=-2.99142527580261) | HR=75 bpm | IBI=0 ms | Participant=P03
Row 543 | Timestamp: 1710826347405 ms | PPG(Green=2252941, Red=2252941, Ir=2252941) | ACC(X=-4.50270557403564, Y=2.85011696815491, Z=-3.03214120864868) | HR=74 bpm | IBI=0 ms | Participant=P03
Row 544 | Timestamp: 1710826347445 ms | PPG(Green=2251899, Red=2251899, Ir=2251899) | ACC(X=-3.82011461257935, Y=3.87280583381653, Z=-3.29799246788025) | HR=74 bpm | IBI=0 ms | Participant=P03
Row 545 | Timestamp: 1710826347485 ms | PPG(Green=2250826, Red=2250826, Ir=2250826) | ACC(X=-4.53144645690918, Y=2.65132713317871, Z=-4.18655824661255) | HR=74 bpm | IBI=0 ms | Participant=P03
Row 546 | Timestamp: 1710826347525 ms | PPG(Green=2249953, Red=2249953, Ir=2249953) | ACC(X=-4.43803930282593, Y=5.08230924606323, Z=-4.10512638092041) | HR=74 bpm | IBI=0 ms | Participant=P03
Row 547 | Timestamp: 1710826347565 ms | PPG(Green=2249091, Red=2249091, Ir=2249091) | ACC(X=-4.30870628356934, Y=4.20811367034912, Z=-4.41887855529785) | HR=74 bpm | IBI=0 ms | Participant=P03
Row 548 | Timestamp: 1710826347605 ms | PPG(Green=2248118, Red=2248118, Ir=2248118) | ACC(X=-5.25954341888428, Y=6.08344268798828, Z=-4.50749588012695) | HR=75 bpm | IBI=0 ms | Participant=P03
Row 549 | Timestamp: 1710826347645 ms | PPG(Green=2247172, Red=2247172, Ir=2247172) | ACC(X=-4.68951988220215, Y=5.38648128509521, Z=-6.14092397689819) | HR=75 bpm | IBI=0 ms | Participant=P03
Row 550 | Timestamp: 1710826347685 ms | PPG(Green=2246412, Red=2246412, Ir=2246412) | ACC(X=-2.54354977607727, Y=7.02469968795776, Z=-5.29546928405762) | HR=76 bpm | IBI=0 ms | Participant=P03
Row 551 | Timestamp: 1710826347725 ms | PPG(Green=2245600, Red=2245600, Ir=2245600) | ACC(X=-3.70036172866821, Y=6.98158884048462, Z=-6.24630641937256) | HR=76 bpm | IBI=0 ms | Participant=P03
Row 552 | Timestamp: 1710826347765 ms | PPG(Green=2248774, Red=2248774, Ir=2248774) | ACC(X=-0.294591903686523, Y=13.2063398361206, Z=-5.4631233215332) | HR=76 bpm | IBI=0 ms | Participant=P03
Row 553 | Timestamp: 1710826347805 ms | PPG(Green=2253282, Red=2253282, Ir=2253282) | ACC(X=-1.61905801296234, Y=13.0674266815186, Z=-5.57329559326172) | HR=77 bpm | IBI=0 ms | Participant=P03
Row 554 | Timestamp: 1710826347845 ms | PPG(Green=2259361, Red=2259361, Ir=2259361) | ACC(X=0.91970157623291, Y=9.13713932037354, Z=-5.08470439910889) | HR=77 bpm | IBI=0 ms | Participant=P03
Row 555 | Timestamp: 1710826347885 ms | PPG(Green=2263252, Red=2263252, Ir=2263252) | ACC(X=2.41661167144775, Y=12.511773109436, Z=-1.69330477714539) | HR=77 bpm | IBI=0 ms | Participant=P03
Row 556 | Timestamp: 1710826347925 ms | PPG(Green=2267653, Red=2267653, Ir=2267653) | ACC(X=3.75065803527832, Y=10.6053085327148, Z=-3.68359637260437) | HR=77 bpm | IBI=0 ms | Participant=P03
Row 557 | Timestamp: 1710826347965 ms | PPG(Green=2271119, Red=2271119, Ir=2271119) | ACC(X=4.234459400177, Y=10.2340755462646, Z=-2.93633890151978) | HR=76 bpm | IBI=0 ms | Participant=P03
Row 558 | Timestamp: 1710826348005 ms | PPG(Green=2274012, Red=2274012, Ir=2274012) | ACC(X=4.50270557403564, Y=10.459210395813, Z=-3.72670745849609) | HR=77 bpm | IBI=0 ms | Participant=P03
Row 559 | Timestamp: 1710826348045 ms | PPG(Green=2275931, Red=2275931, Ir=2275931) | ACC(X=5.10146951675415, Y=8.75153541564941, Z=-3.56144857406616) | HR=77 bpm | IBI=0 ms | Participant=P03
Row 560 | Timestamp: 1710826348085 ms | PPG(Green=2274907, Red=2274907, Ir=2274907) | ACC(X=6.12655353546143, Y=11.8579235076904, Z=-2.51001882553101) | HR=78 bpm | IBI=0 ms | Participant=P03
Row 561 | Timestamp: 1710826348125 ms | PPG(Green=2273833, Red=2273833, Ir=2273833) | ACC(X=5.49425888061523, Y=8.54316520690918, Z=-1.46816945075989) | HR=78 bpm | IBI=0 ms | Participant=P03
Row 562 | Timestamp: 1710826348165 ms | PPG(Green=2271252, Red=2271252, Ir=2271252) | ACC(X=8.14319133758545, Y=9.99456977844238, Z=-0.395184278488159) | HR=78 bpm | IBI=0 ms | Participant=P03
Row 563 | Timestamp: 1710826348205 ms | PPG(Green=2267725, Red=2267725, Ir=2267725) | ACC(X=8.30844974517822, Y=6.67023134231567, Z=-0.325727641582489) | HR=78 bpm | IBI=0 ms | Participant=P03
Row 564 | Timestamp: 1710826348245 ms | PPG(Green=2266285, Red=2266285, Ir=2266285) | ACC(X=8.12163543701172, Y=11.7740964889526, Z=2.98424005508423) | HR=78 bpm | IBI=0 ms | Participant=P03
Row 565 | Timestamp: 1710826348285 ms | PPG(Green=2268110, Red=2268110, Ir=2268110) | ACC(X=6.96721839904785, Y=9.20420074462891, Z=2.51720404624939) | HR=78 bpm | IBI=0 ms | Participant=P03
Row 566 | Timestamp: 1710826348325 ms | PPG(Green=2272245, Red=2272245, Ir=2272245) | ACC(X=4.60569286346436, Y=6.79956436157227, Z=2.66330242156982) | HR=78 bpm | IBI=0 ms | Participant=P03
Row 567 | Timestamp: 1710826348365 ms | PPG(Green=2277965, Red=2277965, Ir=2277965) | ACC(X=2.78305530548096, Y=6.15768957138062, Z=5.86549282073975) | HR=78 bpm | IBI=0 ms | Participant=P03
Row 568 | Timestamp: 1710826348405 ms | PPG(Green=2285883, Red=2285883, Ir=2285883) | ACC(X=1.43942880630493, Y=1.90167462825775, Z=4.04524993896484) | HR=77 bpm | IBI=0 ms | Participant=P03
Row 569 | Timestamp: 1710826348445 ms | PPG(Green=2289010, Red=2289010, Ir=2289010) | ACC(X=3.23332595825195, Y=-1.42745351791382, Z=5.07512426376343) | HR=77 bpm | IBI=0 ms | Participant=P03
Row 570 | Timestamp: 1710826348485 ms | PPG(Green=2287791, Red=2287791, Ir=2287791) | ACC(X=4.63203859329224, Y=2.3878710269928, Z=6.3780345916748) | HR=77 bpm | IBI=0 ms | Participant=P03
Row 571 | Timestamp: 1710826348525 ms | PPG(Green=2284708, Red=2284708, Ir=2284708) | ACC(X=6.77321910858154, Y=2.82856130599976, Z=6.51934289932251) | HR=77 bpm | IBI=0 ms | Participant=P03
Row 572 | Timestamp: 1710826348565 ms | PPG(Green=2282795, Red=2282795, Ir=2282795) | ACC(X=8.6485481262207, Y=4.58892774581909, Z=8.45215320587158) | HR=77 bpm | IBI=0 ms | Participant=P03
Row 573 | Timestamp: 1710826348605 ms | PPG(Green=2282225, Red=2282225, Ir=2282225) | ACC(X=10.7681722640991, Y=7.3743782043457, Z=11.5681209564209) | HR=77 bpm | IBI=0 ms | Participant=P03
Row 574 | Timestamp: 1710826348645 ms | PPG(Green=2282087, Red=2282087, Ir=2282087) | ACC(X=12.0159969329834, Y=5.62359189987183, Z=8.67968368530273) | HR=77 bpm | IBI=0 ms | Participant=P03
Row 575 | Timestamp: 1710826348685 ms | PPG(Green=2281600, Red=2281600, Ir=2281600) | ACC(X=11.5729112625122, Y=10.4783706665039, Z=8.62220191955566) | HR=77 bpm | IBI=0 ms | Participant=P03
Row 576 | Timestamp: 1710826348725 ms | PPG(Green=2278500, Red=2278500, Ir=2278500) | ACC(X=8.85452270507813, Y=9.89397716522217, Z=6.15768957138062) | HR=77 bpm | IBI=0 ms | Participant=P03
Row 577 | Timestamp: 1710826348765 ms | PPG(Green=2280210, Red=2280210, Ir=2280210) | ACC(X=6.21517086029053, Y=10.428074836731, Z=2.12920498847961) | HR=77 bpm | IBI=0 ms | Participant=P03
Row 578 | Timestamp: 1710826348805 ms | PPG(Green=2284764, Red=2284764, Ir=2284764) | ACC(X=3.58779406547546, Y=3.61174464225769, Z=3.32433795928955) | HR=77 bpm | IBI=0 ms | Participant=P03
Row 579 | Timestamp: 1710826348845 ms | PPG(Green=2290983, Red=2290983, Ir=2290983) | ACC(X=2.6130063533783, Y=3.28362202644348, Z=6.04033184051514) | HR=77 bpm | IBI=0 ms | Participant=P03
Row 580 | Timestamp: 1710826348885 ms | PPG(Green=2293776, Red=2293776, Ir=2293776) | ACC(X=2.36392045021057, Y=0.696961343288422, Z=5.84154224395752) | HR=78 bpm | IBI=0 ms | Participant=P03
Row 581 | Timestamp: 1710826348925 ms | PPG(Green=2295396, Red=2295396, Ir=2295396) | ACC(X=2.19387149810791, Y=3.71473217010498, Z=5.53976488113403) | HR=79 bpm | IBI=0 ms | Participant=P03
Row 582 | Timestamp: 1710826348965 ms | PPG(Green=2295005, Red=2295005, Ir=2295005) | ACC(X=3.57102870941162, Y=7.85338926315308, Z=5.76250505447388) | HR=79 bpm | IBI=0 ms | Participant=P03
Row 583 | Timestamp: 1710826349005 ms | PPG(Green=2294763, Red=2294763, Ir=2294763) | ACC(X=5.57569074630737, Y=8.18390655517578, Z=4.47635984420776) | HR=80 bpm | IBI=0 ms | Participant=P03
Row 584 | Timestamp: 1710826349045 ms | PPG(Green=2292832, Red=2292832, Ir=2292832) | ACC(X=4.03327465057373, Y=10.1502485275269, Z=2.87885761260986) | HR=81 bpm | IBI=0 ms | Participant=P03
Row 585 | Timestamp: 1710826349085 ms | PPG(Green=2290604, Red=2290604, Ir=2290604) | ACC(X=2.36392045021057, Y=10.008939743042, Z=3.32194304466248) | HR=81 bpm | IBI=0 ms | Participant=P03
Row 586 | Timestamp: 1710826349125 ms | PPG(Green=2288125, Red=2288125, Ir=2288125) | ACC(X=2.33996987342834, Y=11.5968618392944, Z=0.524517297744751) | HR=82 bpm | IBI=0 ms | Participant=P03
Row 587 | Timestamp: 1710826349165 ms | PPG(Green=2287028, Red=2287028, Ir=2287028) | ACC(X=0.902936160564423, Y=13.2542409896851, Z=-1.49930512905121) | HR=83 bpm | IBI=0 ms | Participant=P03
Row 588 | Timestamp: 1710826349205 ms | PPG(Green=2286542, Red=2286542, Ir=2286542) | ACC(X=-0.0071851685643196, Y=11.9752807617188, Z=-2.97705483436584) | HR=84 bpm | IBI=0 ms | Participant=P03
Row 589 | Timestamp: 1710826349245 ms | PPG(Green=2285196, Red=2285196, Ir=2285196) | ACC(X=-0.205974832177162, Y=10.5598030090332, Z=-4.17218780517578) | HR=84 bpm | IBI=0 ms | Participant=P03
Row 590 | Timestamp: 1710826349285 ms | PPG(Green=2286242, Red=2286242, Ir=2286242) | ACC(X=-0.864615261554718, Y=10.0017547607422, Z=-3.87280583381653) | HR=85 bpm | IBI=0 ms | Participant=P03
Row 591 | Timestamp: 1710826349325 ms | PPG(Green=2289102, Red=2289102, Ir=2289102) | ACC(X=-1.25261437892914, Y=9.80775547027588, Z=-5.19727182388306) | HR=85 bpm | IBI=0 ms | Participant=P03
Row 592 | Timestamp: 1710826349365 ms | PPG(Green=2289947, Red=2289947, Ir=2289947) | ACC(X=-1.60468769073486, Y=7.75998210906982, Z=-3.36984395980835) | HR=86 bpm | IBI=0 ms | Participant=P03
Row 593 | Timestamp: 1710826349405 ms | PPG(Green=2289474, Red=2289474, Ir=2289474) | ACC(X=-1.28854024410248, Y=7.13008213043213, Z=-3.07764720916748) | HR=86 bpm | IBI=0 ms | Participant=P03
Row 594 | Timestamp: 1710826349445 ms | PPG(Green=2288955, Red=2288955, Ir=2288955) | ACC(X=-1.17836761474609, Y=10.1550378799438, Z=-1.85616850852966) | HR=87 bpm | IBI=0 ms | Participant=P03
Row 595 | Timestamp: 1710826349485 ms | PPG(Green=2289396, Red=2289396, Ir=2289396) | ACC(X=-0.677800893783569, Y=8.88086795806885, Z=-2.50043869018555) | HR=87 bpm | IBI=0 ms | Participant=P03
Row 596 | Timestamp: 1710826349525 ms | PPG(Green=2289590, Red=2289590, Ir=2289590) | ACC(X=-0.950837314128876, Y=9.24731159210205, Z=-2.41182160377502) | HR=86 bpm | IBI=0 ms | Participant=P03
Row 597 | Timestamp: 1710826349565 ms | PPG(Green=2289871, Red=2289871, Ir=2289871) | ACC(X=-0.96041750907898, Y=11.2088632583618, Z=-0.807133913040161) | HR=86 bpm | IBI=0 ms | Participant=P03
Row 598 | Timestamp: 1710826349605 ms | PPG(Green=2291528, Red=2291528, Ir=2291528) | ACC(X=-1.51128041744232, Y=10.8184690475464, Z=-0.85024493932724) | HR=85 bpm | IBI=0 ms | Participant=P03
Row 599 | Timestamp: 1710826349645 ms | PPG(Green=2292785, Red=2292785, Ir=2292785) | ACC(X=-1.52325570583344, Y=7.58993291854858, Z=-0.70654159784317) | HR=85 bpm | IBI=0 ms | Participant=P03
Row 600 | Timestamp: 1710826349685 ms | PPG(Green=2293727, Red=2293727, Ir=2293727) | ACC(X=-1.39871287345886, Y=8.50244903564453, Z=0.675405859947205) | HR=84 bpm | IBI=0 ms | Participant=P03
Row 601 | Timestamp: 1710826349725 ms | PPG(Green=2295113, Red=2295113, Ir=2295113) | ACC(X=-1.29812049865723, Y=7.99709272384644, Z=0.0694566294550895) | HR=86 bpm | IBI=0 ms | Participant=P03
Row 602 | Timestamp: 1710826349765 ms | PPG(Green=2296890, Red=2296890, Ir=2296890) | ACC(X=-1.57115685939789, Y=8.60304164886475, Z=1.08735549449921) | HR=83 bpm | IBI=0 ms | Participant=P03
Row 603 | Timestamp: 1710826349806 ms | PPG(Green=2298082, Red=2298082, Ir=2298082) | ACC(X=-1.12328135967255, Y=4.91465520858765, Z=1.50170028209686) | HR=82 bpm | IBI=0 ms | Participant=P03
Row 604 | Timestamp: 1710826349845 ms | PPG(Green=2299670, Red=2299670, Ir=2299670) | ACC(X=-0.627504706382751, Y=12.8303155899048, Z=-0.0383208990097045) | HR=82 bpm | IBI=0 ms | Participant=P03
Row 605 | Timestamp: 1710826349886 ms | PPG(Green=2301131, Red=2301131, Ir=2301131) | ACC(X=-0.385604053735733, Y=10.6053085327148, Z=0.972392797470093) | HR=82 bpm | IBI=0 ms | Participant=P03
Row 606 | Timestamp: 1710826349926 ms | PPG(Green=2303949, Red=2303949, Ir=2303949) | ACC(X=-0.742467403411865, Y=10.6675806045532, Z=2.55073475837708) | HR=83 bpm | IBI=0 ms | Participant=P03
Row 607 | Timestamp: 1710826349966 ms | PPG(Green=2305687, Red=2305687, Ir=2305687) | ACC(X=-0.035925842821598, Y=11.4004678726196, Z=2.64414215087891) | HR=83 bpm | IBI=0 ms | Participant=P03
Row 608 | Timestamp: 1710826350007 ms | PPG(Green=2307857, Red=2307857, Ir=2307857) | ACC(X=-0.60115909576416, Y=9.53711414337158, Z=2.56510519981384) | HR=83 bpm | IBI=0 ms | Participant=P03
Row 609 | Timestamp: 1710826350046 ms | PPG(Green=2308708, Red=2308708, Ir=2308708) | ACC(X=-0.31854248046875, Y=7.28815603256226, Z=1.89448940753937) | HR=83 bpm | IBI=0 ms | Participant=P03
Row 610 | Timestamp: 1710826350086 ms | PPG(Green=2309036, Red=2309036, Ir=2309036) | ACC(X=-0.440690338611603, Y=11.9824657440186, Z=3.38900446891785) | HR=83 bpm | IBI=0 ms | Participant=P03
Row 611 | Timestamp: 1710826350126 ms | PPG(Green=2311312, Red=2311312, Ir=2311312) | ACC(X=-1.18076264858246, Y=10.30113697052, Z=2.29206871986389) | HR=82 bpm | IBI=0 ms | Participant=P03
Row 612 | Timestamp: 1710826350166 ms | PPG(Green=2314491, Red=2314491, Ir=2314491) | ACC(X=-0.895750999450684, Y=8.9287691116333, Z=2.83335137367249) | HR=82 bpm | IBI=0 ms | Participant=P03
Row 613 | Timestamp: 1710826350207 ms | PPG(Green=2316892, Red=2316892, Ir=2316892) | ACC(X=-2.1627357006073, Y=7.72405624389648, Z=1.27656495571136) | HR=82 bpm | IBI=0 ms | Participant=P03
Row 614 | Timestamp: 1710826350247 ms | PPG(Green=2320341, Red=2320341, Ir=2320341) | ACC(X=-3.22135066986084, Y=1.61666297912598, Z=0.342493027448654) | HR=82 bpm | IBI=0 ms | Participant=P03
Row 615 | Timestamp: 1710826350286 ms | PPG(Green=2322830, Red=2322830, Ir=2322830) | ACC(X=1.26698470115662, Y=-0.246690779924393, Z=7.11092185974121) | HR=82 bpm | IBI=0 ms | Participant=P03
Row 616 | Timestamp: 1710826350327 ms | PPG(Green=2324030, Red=2324030, Ir=2324030) | ACC(X=-0.591578900814056, Y=6.14092397689819, Z=8.99104118347168) | HR=82 bpm | IBI=0 ms | Participant=P03
Row 617 | Timestamp: 1710826350367 ms | PPG(Green=2324672, Red=2324672, Ir=2324672) | ACC(X=1.53523099422455, Y=1.61187279224396, Z=11.3980722427368) | HR=82 bpm | IBI=0 ms | Participant=P03
Row 618 | Timestamp: 1710826350407 ms | PPG(Green=2321697, Red=2321697, Ir=2321697) | ACC(X=1.47295951843262, Y=5.25714826583862, Z=9.70476722717285) | HR=83 bpm | IBI=0 ms | Participant=P03
Row 619 | Timestamp: 1710826350447 ms | PPG(Green=2320406, Red=2320406, Ir=2320406) | ACC(X=0.641875028610229, Y=4.79969263076782, Z=7.42467403411865) | HR=83 bpm | IBI=0 ms | Participant=P03
Row 620 | Timestamp: 1710826350487 ms | PPG(Green=2317835, Red=2317835, Ir=2317835) | ACC(X=-0.411949664354324, Y=7.44143962860107, Z=3.86322569847107) | HR=83 bpm | IBI=0 ms | Participant=P03
Row 621 | Timestamp: 1710826350527 ms | PPG(Green=2316669, Red=2316669, Ir=2316669) | ACC(X=-0.615529417991638, Y=12.0351572036743, Z=3.822509765625) | HR=84 bpm | IBI=0 ms | Participant=P03
Row 622 | Timestamp: 1710826350567 ms | PPG(Green=2316818, Red=2316818, Ir=2316818) | ACC(X=-0.871800422668457, Y=9.2808427810669, Z=1.97352623939514) | HR=84 bpm | IBI=0 ms | Participant=P03
Row 623 | Timestamp: 1710826350608 ms | PPG(Green=2318246, Red=2318246, Ir=2318246) | ACC(X=0.258666068315506, Y=14.5978670120239, Z=2.81419110298157) | HR=84 bpm | IBI=0 ms | Participant=P03
Row 624 | Timestamp: 1710826350647 ms | PPG(Green=2321781, Red=2321781, Ir=2321781) | ACC(X=-0.0119752809405326, Y=12.7536745071411, Z=-0.067061573266983) | HR=84 bpm | IBI=0 ms | Participant=P03
Row 625 | Timestamp: 1710826350687 ms | PPG(Green=2326000, Red=2326000, Ir=2326000) | ACC(X=-0.63468986749649, Y=11.422022819519, Z=-2.08369898796082) | HR=84 bpm | IBI=0 ms | Participant=P03
Row 626 | Timestamp: 1710826350728 ms | PPG(Green=2328978, Red=2328978, Ir=2328978) | ACC(X=-0.70654159784317, Y=11.251974105835, Z=-2.6393518447876) | HR=84 bpm | IBI=0 ms | Participant=P03
Row 627 | Timestamp: 1710826350768 ms | PPG(Green=2331468, Red=2331468, Ir=2331468) | ACC(X=-0.876590549945831, Y=11.4962692260742, Z=-1.53523099422455) | HR=84 bpm | IBI=0 ms | Participant=P03
Row 628 | Timestamp: 1710826350809 ms | PPG(Green=2333633, Red=2333633, Ir=2333633) | ACC(X=0.335307866334915, Y=9.86044597625732, Z=-1.37955236434937) | HR=84 bpm | IBI=0 ms | Participant=P03
Row 629 | Timestamp: 1710826350848 ms | PPG(Green=2334665, Red=2334665, Ir=2334665) | ACC(X=1.22866380214691, Y=11.8004417419434, Z=0.735282242298126) | HR=84 bpm | IBI=0 ms | Participant=P03
Row 630 | Timestamp: 1710826350888 ms | PPG(Green=2337856, Red=2337856, Ir=2337856) | ACC(X=1.89688444137573, Y=11.2184429168701, Z=4.08357095718384) | HR=83 bpm | IBI=0 ms | Participant=P03
Row 631 | Timestamp: 1710826350928 ms | PPG(Green=2340192, Red=2340192, Ir=2340192) | ACC(X=1.67653930187225, Y=5.77687549591064, Z=5.43438243865967) | HR=83 bpm | IBI=0 ms | Participant=P03
Row 632 | Timestamp: 1710826350968 ms | PPG(Green=2342583, Red=2342583, Ir=2342583) | ACC(X=2.11243963241577, Y=10.1286926269531, Z=3.69317674636841) | HR=83 bpm | IBI=0 ms | Participant=P03
Row 633 | Timestamp: 1710826351009 ms | PPG(Green=2340395, Red=2340395, Ir=2340395) | ACC(X=1.65019369125366, Y=13.754807472229, Z=2.47169804573059) | HR=82 bpm | IBI=0 ms | Participant=P03
Row 634 | Timestamp: 1710826351048 ms | PPG(Green=2334747, Red=2334747, Ir=2334747) | ACC(X=-0.802343845367432, Y=12.3872308731079, Z=-3.52073264122009) | HR=82 bpm | IBI=0 ms | Participant=P03
Row 635 | Timestamp: 1710826351089 ms | PPG(Green=2330399, Red=2330399, Ir=2330399) | ACC(X=-2.72317886352539, Y=10.9980983734131, Z=-6.77321910858154) | HR=82 bpm | IBI=0 ms | Participant=P03
Row 636 | Timestamp: 1710826351129 ms | PPG(Green=2328270, Red=2328270, Ir=2328270) | ACC(X=-2.51480889320374, Y=12.0423421859741, Z=-6.16726970672607) | HR=82 bpm | IBI=0 ms | Participant=P03
Row 637 | Timestamp: 1710826351169 ms | PPG(Green=2328269, Red=2328269, Ir=2328269) | ACC(X=-1.57594692707062, Y=9.00062084197998, Z=-4.34942197799683) | HR=82 bpm | IBI=0 ms | Participant=P03
Row 638 | Timestamp: 1710826351210 ms | PPG(Green=2323521, Red=2323521, Ir=2323521) | ACC(X=0.596368968486786, Y=5.83675193786621, Z=-2.64653706550598) | HR=82 bpm | IBI=0 ms | Participant=P03
Row 639 | Timestamp: 1710826351249 ms | PPG(Green=2313713, Red=2313713, Ir=2313713) | ACC(X=0.692171216011047, Y=6.74926853179932, Z=-0.610739350318909) | HR=82 bpm | IBI=0 ms | Participant=P03
Row 640 | Timestamp: 1710826351289 ms | PPG(Green=2303483, Red=2303483, Ir=2303483) | ACC(X=0.840664744377136, Y=7.67136478424072, Z=-1.40589797496796) | HR=82 bpm | IBI=0 ms | Participant=P03
Row 641 | Timestamp: 1710826351329 ms | PPG(Green=2307776, Red=2307776, Ir=2307776) | ACC(X=1.44661390781403, Y=10.2125196456909, Z=-1.61187279224396) | HR=83 bpm | IBI=0 ms | Participant=P03
Row 642 | Timestamp: 1710826351369 ms | PPG(Green=2320018, Red=2320018, Ir=2320018) | ACC(X=1.1520220041275, Y=12.7297239303589, Z=-1.26219463348389) | HR=83 bpm | IBI=0 ms | Participant=P03
Row 643 | Timestamp: 1710826351410 ms | PPG(Green=2333992, Red=2333992, Ir=2333992) | ACC(X=0.459850788116455, Y=7.61388349533081, Z=-3.03932619094849) | HR=83 bpm | IBI=0 ms | Participant=P03
Row 644 | Timestamp: 1710826351450 ms | PPG(Green=2342123, Red=2342123, Ir=2342123) | ACC(X=0.0071851685643196, Y=11.7166147232056, Z=-3.98058342933655) | HR=83 bpm | IBI=0 ms | Participant=P03
Row 645 | Timestamp: 1710826351490 ms | PPG(Green=2347359, Red=2347359, Ir=2347359) | ACC(X=-0.543677747249603, Y=10.1861743927002, Z=-4.89549493789673) | HR=83 bpm | IBI=0 ms | Participant=P03
